#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-04T15:26:24 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-04T15:26:24	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/199/26/table3&-out.max=unlimited&-out=RAJ2000,DEJ2000,Ktmag,cz,GLON,GLAT	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_21990026
#Name: J/ApJS/199/26
#Title: The 2MASS Redshift Survey (2MRS) (Huchra+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/apjs/199/26	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/199/26	    IVOID of underlying data collection
#INFO	creator=Huchra J.P.	    First author or institution
#INFO	cites=bibcode:2012ApJS..199...26H	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2012	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/199/26	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.21990026	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-09-19	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_199_26_table3:
#Name: J/ApJS/199/26/table3
#Title: 2MRS catalog
#Column	RAJ2000	(F9.5)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Ktmag	(F6.3)	Extinction-corrected total extrapolated Ks mag	[ucd=phot.mag;em.IR.K]
#Column	cz	(I5)	? Redshift, corrected to solar system barycenter reference frame	[ucd=phys.veloc;pos.heliocentric]
#Column	GLON	(F9.5)	Galactic longitude	[ucd=pos.galactic.lon]
#Column	GLAT	(F9.5)	Galactic latitude	[ucd=pos.galactic.lat]
RAJ2000	DEJ2000	Ktmag	cz	GLON	GLAT
276.86911	-61.73977	11.271	14822	333.21323	-20.95630
278.80914	+22.49923	11.175	 4500	 51.56936	 13.44852
324.67667	-72.77845	11.261	 9382	319.12012	-37.67834
335.46964	-25.57596	11.186	 6854	 26.94689	-56.58239
339.36719	+33.92319	11.248	 6379	 93.51966	-21.18629
355.28992	-06.60605	11.209	 8030	 80.62316	-63.54631
355.89578	-36.27347	10.877	11577	356.29419	-72.95394
356.44724	-02.59156	11.013	10965	 87.50053	-60.86421
001.79256	-44.36884	10.918	13990	327.33578	-70.60252
005.97736	-42.12244	11.185	15931	321.72650	-73.98628
016.73546	-46.21618	11.177	 6169	294.80997	-70.66679
022.44941	-01.98375	10.909	 5896	144.62482	-63.22836
023.64331	-36.51872	11.272	 8617	261.37717	-76.89802
024.91648	-47.10828	11.254	 6293	280.74130	-67.88792
034.61940	+34.66572	11.269	10110	142.56911	-24.86512
035.11052	-00.31276	11.235	12442	165.16191	-55.70936
038.38841	+21.48225	11.170	 9022	152.43219	-35.47291
042.87060	-13.30621	11.080	10031	192.69788	-58.75128
054.19752	+09.39059	11.179	11203	176.38675	-35.79382
057.03852	+37.45709	11.215	 5332	157.56772	-13.25866
067.12065	+38.35825	11.178	 5303	162.83458	 -7.16063
096.84038	-47.17675	11.216	11813	255.47025	-23.44565
107.93764	-26.65839	11.030	 2598	238.99469	 -7.71139
117.92626	+09.89395	11.261	 9298	210.75540	 17.83381
135.92509	-33.73348	11.218	 4573	258.10367	  8.66161
136.34615	+28.25082	11.158	 7994	197.72935	 40.42001
147.33322	-17.32365	11.317	17081	252.85178	 27.35151
158.98389	-70.20776	11.246	 8062	291.87225	-10.30240
165.43398	-06.86043	11.251	 9373	260.94702	 46.87284
166.51898	+43.33124	11.210	 3226	168.76701	 63.26092
182.57454	-00.51786	11.262	10452	281.57932	 60.63693
196.23247	+47.50362	11.181	11769	116.42931	 69.45406
204.36595	-33.00684	11.090	 3828	313.94540	 28.87869
217.57426	-05.24929	11.111	 7082	343.06183	 49.76106
219.58115	-18.10623	11.093	10497	335.71112	 37.86945
230.30592	+15.31388	11.170	 6830	 21.92053	 53.31403
231.64365	+75.07115	11.257	13974	111.07140	 38.26648
244.91125	+40.87639	11.184	18236	 64.78172	 45.41706
247.56616	+24.57432	10.813	19158	 42.90571	 41.09119
255.41553	-23.92157	11.247	15407	358.65134	 10.95575
295.08875	+48.37597	11.158	 9405	 81.26437	 12.45287
308.27512	-18.56170	11.248	 6523	 26.41666	-30.48062
330.00870	-13.79504	11.107	12602	 42.59291	-47.93472
335.51163	-19.57307	11.191	 7277	 37.27308	-55.02331
341.40967	-35.15009	11.244	 8802	  8.44261	-62.04477
349.09003	+28.49038	10.975	 6744	 98.81503	-29.89063
355.53070	+78.18031	11.136	 4055	119.29659	 15.80082
006.06943	+37.01786	11.062	22880	116.92648	-25.53686
014.50044	-83.38297	11.092	12763	302.70456	-33.74236
028.62105	-16.70718	11.125	12024	180.63367	-72.07393
036.64635	-22.98643	11.208	10454	207.30759	-68.09271
043.70750	-30.67865	11.101	 6406	227.83989	-62.84763
043.94553	+06.21752	10.988	 7997	169.57904	-45.09766
063.78096	-13.12886	11.269	 9540	207.05786	-40.53731
064.03671	+02.07706	11.168	 3576	190.71933	-32.75527
071.86717	-06.88830	11.262	13672	204.48650	-30.64084
083.52103	+05.22682	11.212	 8125	199.09485	-14.59302
089.97304	-40.10634	11.236	14524	246.54213	-26.45912
109.83959	-27.58218	11.003	 3384	240.59642	 -6.61896
110.04469	-34.07411	11.251	 7869	246.52527	 -9.39651
113.70561	+62.54605	11.178	 4819	154.04596	 28.80588
120.13007	-53.36175	11.101	12577	267.29666	-12.01756
130.92056	+65.18444	11.051	 7383	150.22478	 36.12816
139.90012	+33.42834	10.992	 7058	191.53328	 44.31682
141.33231	-06.67454	11.182	 6125	239.28496	 29.79833
149.25102	-22.24581	11.214	 8286	258.11685	 25.07612
155.24062	-04.95048	11.262	11842	248.61015	 41.52682
159.67719	-28.76973	11.202	 3633	270.76715	 25.68703
202.37178	-23.66456	11.153	 9204	314.06537	 38.38321
216.16887	+26.62511	10.992	11130	 36.89185	 69.23223
244.07497	+60.42918	11.033	 9629	 91.64839	 42.19913
244.20802	+35.70177	11.074	 8115	 57.36253	 45.84855
297.61826	-06.00749	11.110	 8173	 34.26495	-15.85477
298.04596	+50.77645	11.290	 7516	 84.35117	 11.87746
311.83487	+00.48399	11.148	 4228	 47.56479	-25.29453
316.34750	-07.75158	11.238	 8525	 41.82161	-33.23511
349.57712	+11.72966	11.108	12367	 89.71516	-45.05158
351.32959	+13.92110	11.281	 3854	 93.28429	-43.93717
357.47995	+28.66796	11.268	 9323	106.95418	-32.28784
001.28155	-03.80602	11.245	 7824	 95.55047	-64.18744
005.46305	-09.49225	11.228	 6269	 99.93878	-71.03128
015.57435	-06.22677	11.283	13028	130.46100	-68.93958
016.26854	+27.05526	11.255	14098	126.67169	-35.71736
022.22254	+13.79267	11.195	 6378	136.61197	-48.08172
053.50582	-15.58498	11.187	12340	204.39862	-50.61987
060.32575	-64.89674	11.233	11600	278.08578	-41.92562
072.42267	-50.82154	11.253	10958	257.89493	-39.66471
081.93948	-62.42103	11.345	25066	271.71133	-33.45596
102.19959	-47.27114	11.297	 5696	256.71234	-19.99316
105.28209	+56.48871	11.143	16645	159.95448	 23.63824
108.36555	+35.09652	11.073	 3812	182.63181	 19.39270
112.93450	+63.24320	11.044	 4447	153.22446	 28.50626
122.16998	-08.41954	11.164	 6617	229.59769	 12.96589
140.00302	+33.00284	11.230	15107	192.13840	 44.35024
141.95888	+68.41024	11.186	 3825	144.51833	 39.08886
144.06767	-37.94794	11.192	18271	265.82330	 10.48339
156.30431	+67.29711	11.227	11572	141.61830	 44.15307
156.50229	+05.48432	11.179	13613	238.35410	 49.20385
164.82443	+01.15348	11.217	11837	252.22171	 52.61530
168.36153	+30.60758	11.115	10261	197.87370	 68.31037
177.35855	-38.82595	11.112	 3037	289.91046	 22.47293
178.87740	+37.40760	11.061	12636	168.34521	 74.36621
180.90018	+08.38842	11.180	 6041	269.58118	 68.10612
189.20146	+27.54859	11.238	 7340	204.72562	 86.72359
195.61369	-32.54282	11.306	 9434	305.62018	 30.27140
198.89468	-73.37660	10.766	 7411	304.68539	-10.58707
200.08504	+06.33630	11.220	11951	322.51550	 68.10222
216.55116	-11.90455	11.266	12531	336.51443	 44.69974
217.14951	+25.70854	11.224	 4064	 34.72338	 68.23400
222.61700	+11.11375	11.154	15976	  8.92751	 57.78285
227.63794	+08.59114	11.246	13950	 10.10655	 52.27140
257.81775	+05.42091	11.246	 6750	 26.09954	 24.71514
262.63107	-10.80094	11.222	 8309	 13.69407	 12.52263
285.47516	-23.82418	11.117	17279	 12.49856	-12.78771
287.53165	-22.65112	10.910	16975	 14.39192	-14.03461
292.34171	-44.87920	11.187	 5517	353.49942	-25.19121
314.10828	-14.40286	11.131	 8342	 33.46712	-34.09694
352.59894	-12.07933	11.258	 9659	 67.35445	-65.76332
001.25070	+22.13214	11.250	 6472	108.95756	-39.47617
013.74612	-35.51281	11.208	12779	297.99661	-81.58143
022.04957	-43.57602	11.252	 9774	281.00159	-71.95287
033.78377	+75.56213	11.109	 8341	128.18726	 13.55145
043.10809	+41.88318	11.119	 8619	145.84193	-15.54321
049.76338	+13.79555	11.239	10190	168.77032	-35.62021
050.06885	-49.04192	11.189	11802	260.52786	-53.99702
058.53046	-08.55533	11.202	 9986	198.45116	-43.06420
061.82957	+13.46682	11.184	 7131	178.74301	-27.51496
063.48389	-53.47537	11.077	12368	262.65976	-44.62523
075.55828	+61.25952	11.283	 4621	148.80733	 11.74329
090.77405	+48.91179	11.092	12421	164.15404	 12.78022
114.42916	+21.63472	11.106	 8536	197.98448	 19.51404
150.76653	-15.16673	11.245	 9009	253.78082	 31.20629
167.03766	+72.05049	11.229	 9954	133.49023	 42.89697
208.03055	-10.61220	11.254	 7244	326.25992	 49.49107
237.54836	+69.56007	11.127	10483	104.11523	 40.40904
255.68436	+72.89161	11.134	15889	104.58892	 33.73715
309.54712	+06.90268	11.122	 4198	 52.21181	-19.99976
309.66318	-20.48413	11.131	 8316	 24.84303	-32.37918
314.63751	-32.19473	11.239	 9865	 12.29195	-39.76015
329.90387	-56.20758	11.192	10296	337.30789	-47.83620
352.13162	+32.42213	11.273	 5278	103.29182	-27.26788
356.06696	+09.04902	11.004	11900	 96.38531	-50.32825
005.79616	-59.61750	11.161	 8941	309.51526	-57.14813
078.49557	+02.30299	11.120	 8230	199.12303	-20.39723
084.85894	-37.96385	11.232	 7662	243.13167	-29.82400
096.39395	-37.76412	11.151	11329	245.64018	-21.00660
103.74969	+84.04186	11.130	 4424	129.62497	 27.06224
109.46445	+25.88223	11.133	10362	192.03014	 16.92679
124.75358	+20.93697	11.195	 4600	202.52113	 28.22270
125.29352	+35.79262	11.011	18503	186.09323	 32.83199
127.92687	-05.66545	11.243	10077	230.19481	 19.28198
158.44930	+52.37125	11.217	19114	158.91562	 54.03976
175.74352	+16.48759	11.140	10316	243.28914	 70.91041
200.46548	-17.67071	11.250	13945	313.13354	 44.59752
201.99495	-54.96788	11.244	 5653	308.20667	  7.52920
203.34573	-86.53748	11.047	12455	303.61987	-23.72186
218.32704	+34.73460	11.232	10283	 58.46183	 66.94531
218.66319	+47.96827	11.251	10906	 85.89201	 61.06432
227.76593	+37.02592	11.023	16704	 60.38847	 59.01292
236.72639	+44.83488	11.041	10287	 71.67938	 50.94238
291.90723	-37.47807	11.292	 5796	  1.20100	-22.86205
317.96930	+02.32904	11.250	14611	 52.97568	-29.53254
336.39154	-24.24150	11.221	 7656	 29.65278	-57.12196
345.70078	+21.87436	10.997	 5907	 92.04301	-34.39970
358.21039	+28.76534	11.249	 7157	107.71497	-32.36896
028.53182	+33.52557	11.265	 9025	137.64589	-27.54857
042.47049	+49.38636	11.241	11785	141.94051	 -9.06374
043.55206	-52.91445	10.814	16123	269.90823	-55.61344
047.45500	+42.85506	11.165	 9088	148.23306	-13.11640
048.61602	+33.77141	11.202	12130	154.12344	-20.29719
053.23792	+13.12785	11.204	10272	172.34912	-33.82737
055.69973	+38.25034	11.112	12563	156.21074	-13.30789
066.73995	+70.24095	11.090	 3186	139.32205	 14.58300
066.86610	+12.15710	11.240	 9498	183.32773	-24.53702
067.21373	+69.57972	11.023	 4808	139.94257	 14.26275
092.00018	-31.56865	11.066	 9266	238.07504	-22.43127
100.44566	-54.73098	11.109	10066	264.05453	-23.19932
116.40098	-56.59929	11.206	17547	269.20865	-15.42380
133.26245	-58.39888	11.168	10130	275.71994	 -8.76348
146.52036	+00.87190	11.269	 8075	235.54031	 38.41149
146.90565	-13.24591	11.286	10037	249.15518	 29.85534
152.54999	-06.89907	11.234	 4916	248.07590	 38.24190
153.34035	-08.12083	11.170	12990	249.88786	 37.97009
159.04585	-27.45416	11.246	 4890	269.44699	 26.48383
159.09612	-27.35420	11.254	 2968	269.42673	 26.59179
160.95284	-22.72581	11.247	 3665	268.11026	 31.37976
167.43613	-15.06646	11.270	 7738	269.54538	 41.12034
173.42053	-13.87878	11.265	 4609	275.81546	 44.86003
205.30370	+83.49817	11.212	 6988	121.25576	 33.46746
205.80359	-38.40432	11.201	10036	313.95505	 23.35666
207.86760	+34.56678	11.181	16103	 66.64214	 75.14682
209.51288	-12.53464	11.216	19155	327.23111	 47.16991
211.96948	+23.09961	11.226	18949	 24.03436	 72.25378
214.69035	+05.83467	11.179	14615	351.14465	 60.25449
242.37367	-29.00133	11.268	 4238	346.86588	 16.51726
248.63979	-25.62351	10.857	13404	353.36356	 14.71950
253.65080	+24.06367	11.256	10617	 44.26370	 35.62604
255.05479	-09.66786	11.264	 7153	 10.54678	 19.43104
256.43442	+25.53961	11.353	11308	 46.87492	 33.63911
263.10764	-01.48843	11.290	 8754	 22.26777	 16.78762
282.48370	-59.25286	11.172	 6267	336.63736	-22.88619
284.84735	-39.19185	11.123	16958	357.54739	-18.18405
303.19763	-09.21228	11.053	17247	 33.79581	-22.23043
303.72894	-19.73464	11.166	 8405	 23.40413	-26.89751
308.35760	+06.05409	11.088	15914	 50.78312	-19.44447
310.06787	-53.03294	11.093	13216	345.33142	-37.51940
311.78247	+22.42524	11.163	16583	 66.81641	-12.93987
313.65790	-72.84991	11.191	12517	320.88837	-34.75583
315.31653	+38.02603	11.275	10143	 81.04018	 -5.47114
338.27478	-22.24029	11.142	15287	 34.09038	-58.29784
345.91946	+19.92365	11.156	11400	 91.07494	-36.19494
353.47308	+80.94408	11.260	 9482	119.77275	 18.55182
357.58011	+32.55884	11.234	12737	108.28264	-28.56827
000.98486	+10.87635	11.221	 7864	104.49463	-50.28721
006.68130	-54.67612	11.251	 8833	310.56989	-62.08410
036.64777	+42.75817	11.218	 6099	140.94865	-16.76007
037.22795	+00.37036	11.004	 6046	167.34706	-53.87523
052.39405	-01.54107	11.106	 7788	185.68987	-44.29952
058.93465	-09.57713	11.281	 7700	199.94141	-43.20858
078.03075	+06.01343	11.164	10843	195.48544	-18.89807
085.93335	+16.63013	11.264	 8997	190.31392	 -6.76351
092.49329	-33.34669	11.075	14688	240.04253	-22.60853
126.12897	+18.59706	11.076	 5904	205.53133	 28.59763
158.54745	+07.92839	11.182	10831	237.07716	 52.27733
158.91389	+28.56578	11.252	 4411	202.15620	 60.05072
180.79355	+16.45926	11.206	 6812	254.12805	 74.54855
184.52034	-41.08551	11.211	21107	296.19162	 21.34927
202.20699	-39.88442	11.244	15375	310.68054	 22.42410
209.33813	-24.23173	11.091	11009	321.63617	 36.23441
227.14009	+06.18851	11.182	23293	  6.47682	 51.28415
235.13945	+17.12801	11.251	 8083	 27.57392	 49.77905
249.97833	+37.18006	11.248	 9323	 59.91005	 41.34000
273.50491	+21.50981	11.041	 5398	 48.59337	 17.56455
295.89407	-35.95158	11.035	 6072	  3.81521	-25.48017
306.85669	-32.06921	11.239	12171	 10.76642	-33.28613
313.34402	-37.08674	11.271	12099	  5.80780	-39.43013
319.05954	-49.38831	11.285	16037	349.32544	-43.49598
340.37286	+35.26626	11.209	 8707	 95.02208	-20.46711
348.68585	+25.14060	11.231	 7818	 96.77132	-32.77249
355.51401	+04.31083	11.197	 6160	 92.24303	-54.37397
356.38043	-20.98050	11.221	10118	 51.62310	-73.76332
001.11093	+27.96697	11.146	 8872	110.43889	-33.76207
004.35766	-00.97857	11.178	 5410	104.19171	-62.60640
009.11667	+12.44490	11.233	10339	117.20944	-50.26035
028.71905	+28.54258	11.250	 8166	139.42973	-32.28864
058.59677	+15.37805	11.271	 8433	174.75772	-28.55520
062.77462	+44.46156	11.134	11606	156.18025	 -5.14255
078.20936	-24.13207	11.226	 9979	225.85408	-31.68017
079.12083	+06.40236	11.239	 7489	195.72809	-17.76998
083.91580	+10.02430	11.169	 7370	195.04015	-11.83779
089.06508	-41.66380	11.131	11215	248.05867	-27.49364
092.04544	-46.85987	11.216	 9097	254.27324	-26.54515
093.01468	-32.96313	11.236	23358	239.80090	-22.07215
103.78065	+61.04059	11.262	12082	154.91896	 23.94746
106.71849	-65.50985	11.255	12413	276.24014	-22.96259
118.26399	-40.09226	11.282	 8321	255.00740	 -6.47717
145.92218	-31.99133	11.127	12777	262.82089	 15.89150
160.46992	-08.20824	11.073	19420	256.71707	 42.74433
168.46626	+10.56331	11.281	12239	244.05005	 61.69019
174.65828	-54.83590	11.161	12322	292.49954	  6.55443
189.20177	-35.53089	11.227	22544	299.58414	 27.24573
193.99605	+80.26971	10.911	10223	122.69189	 36.85658
198.63615	+44.50752	11.222	17212	109.49086	 72.01289
200.12671	+32.00389	11.228	 5478	 72.32697	 82.02103
203.00925	-11.21528	11.301	 6509	318.67029	 50.41166
205.81201	+35.08517	11.208	10452	 71.81728	 76.37122
211.06136	-33.02547	11.195	10365	320.09021	 27.40884
218.35307	+20.00566	11.286	12985	 21.43299	 65.62409
222.90369	-13.58597	11.225	 7828	342.31918	 39.92164
241.91048	+18.48011	11.224	11139	 32.82532	 44.24641
245.62589	-00.65361	11.028	13632	 13.16924	 32.22639
248.11134	-64.79072	11.280	 4499	323.84351	-11.33214
306.89716	-18.83503	11.245	 7707	 25.57936	-29.36182
318.38611	-01.37998	11.240	13794	 49.59045	-31.86942
335.05438	-15.94824	10.928	 5067	 42.73764	-53.26438
336.51694	-63.28458	11.212	11073	325.85889	-46.85162
338.88254	-09.66897	11.272	10368	 54.99392	-53.52668
340.25693	-08.12831	11.118	 9742	 58.43386	-53.77379
345.19235	+13.61868	11.139	 7257	 86.07764	-41.20069
349.82651	+52.40462	11.296	11688	108.98517	 -7.95433
352.65704	+71.37959	11.347	11086	116.51249	  9.52221
355.19147	-20.50881	11.247	 9240	 51.43471	-72.55677
356.38370	+43.56325	11.218	12695	110.47354	-17.70839
003.43653	+14.60700	11.065	10160	109.42852	-47.27402
004.54393	+18.29227	11.219	 5521	111.95149	-43.86908
006.02296	+53.27138	11.246	 8934	118.79431	 -9.38041
007.52266	-60.23042	11.266	11865	307.75677	-56.69737
017.05024	+02.19388	10.898	13606	131.43379	-60.40081
027.82480	-21.46263	11.138	11915	193.59621	-75.24459
037.98613	+09.46874	11.249	13916	160.04076	-46.03609
066.78300	-60.00062	11.265	17941	270.52097	-41.06631
120.87611	-53.37148	11.115	12224	267.53229	-11.63668
124.66481	-25.38585	11.330	 1140	245.44147	  5.92249
126.22282	+66.86944	11.008	 4127	148.68889	 33.91569
171.23076	+03.16858	11.250	10717	258.39609	 58.34946
172.43060	+51.23772	11.119	10334	150.06557	 61.36882
172.48901	-31.76852	11.213	 9031	283.35153	 27.98637
175.24597	+05.06429	11.142	 5818	262.54706	 62.27666
218.61472	+31.55200	11.294	 8779	 50.28830	 67.17283
228.99878	-38.42965	11.277	10942	331.69495	 16.23778
232.21956	-38.19626	11.084	 4300	333.99573	 15.00060
245.69398	-58.71343	11.047	23739	327.53879	 -6.34170
246.96410	+36.15556	11.180	 9549	 58.23410	 43.65692
255.21867	+37.10023	11.242	 9632	 60.45211	 37.18349
276.03510	-78.69228	11.256	 9002	315.36133	-25.23903
294.48016	-20.76843	11.134	19678	 18.85224	-19.22686
301.96649	-60.35515	11.210	 8596	336.67450	-32.71040
315.90070	-68.20081	11.182	12166	325.91379	-37.12669
320.45285	-67.21923	11.034	10395	326.21866	-39.09758
348.49219	+25.44297	11.057	 8086	 96.73995	-32.42408
351.20096	+15.00006	11.115	 9210	 93.80132	-42.91800
353.29871	-52.99552	11.246	 9906	326.95444	-60.33014
354.61179	+26.98517	11.208	10774	103.47248	-33.11340
003.94367	+73.21998	11.109	21991	120.32352	 10.52925
019.74762	+44.28642	11.115	11296	128.12032	-18.30747
024.13601	+39.92278	11.206	 5676	132.24870	-22.13146
040.05016	+07.53250	11.206	21120	164.06114	-46.47135
041.18934	-08.16407	10.895	 8970	182.95804	-57.16211
042.89940	+43.25322	11.221	15571	145.04474	-14.39972
048.57940	-71.69241	11.259	12626	288.80496	-41.29026
069.08527	-13.90894	11.248	10421	210.65202	-36.14746
075.69897	+51.36625	11.169	 6538	156.87984	  5.88585
119.83601	+08.99672	11.231	13437	212.46654	 19.14549
157.49541	-04.98441	11.142	 8705	250.76477	 43.11102
166.39507	-15.53848	11.223	16251	268.72867	 40.19985
167.71857	+30.16490	11.145	14297	199.11732	 67.77428
169.22850	-17.88655	11.279	 3638	273.30966	 39.48690
171.81236	+10.32244	11.262	16093	249.19614	 64.01066
185.04155	+08.64470	11.206	 7359	279.67072	 70.09123
233.97437	+38.67531	11.253	 5593	 62.22112	 53.94143
239.94411	+37.03732	11.209	 9315	 59.17652	 49.32323
241.63802	+17.77585	11.235	11369	 31.77791	 44.24175
255.74170	+40.52464	11.234	 9291	 64.78152	 37.20392
255.78673	+46.37362	11.211	 9610	 72.13084	 37.55590
272.33792	+54.52747	11.269	 8006	 82.78703	 27.75316
277.60599	+34.10277	11.100	 6184	 62.32203	 18.85285
284.28970	-34.95448	11.201	 5943	  1.50977	-16.22736
285.73306	-55.50774	11.312	17007	341.06006	-23.64624
294.44534	-49.86165	11.297	17102	348.39600	-27.63371
304.53244	+50.87128	11.225	 7001	 86.57367	  8.41285
306.42697	+66.05704	11.260	15633	100.18948	 15.80345
307.02692	-51.69162	10.777	 5867	347.07986	-35.70914
309.96735	-53.09058	11.104	13128	345.26379	-37.45543
354.68320	-01.47202	11.215	16387	 85.69104	-58.98280
004.94769	-51.25268	11.238	 6526	314.75851	-65.14269
018.00378	-33.56856	11.289	 9923	269.62341	-82.18080
020.67857	+19.03256	11.108	11213	133.09703	-43.22094
026.28268	-08.92579	11.277	11607	160.32095	-67.81056
027.80574	-01.06074	11.246	12871	154.23869	-60.24689
032.53763	+36.70456	11.148	10869	140.05750	-23.53565
035.76543	-01.74891	11.237	 5862	167.66573	-56.44362
063.17134	-23.15889	10.820	  904	219.56578	-44.57843
065.76880	-63.19986	11.255	 5537	274.71915	-40.46667
066.00709	-09.39475	11.075	 9709	203.96759	-36.94500
078.89936	+06.26517	11.210	 8747	195.73158	-18.02933
087.51097	-25.77088	11.213	11558	230.69807	-24.22933
151.87924	+37.87046	11.148	15619	184.98883	 54.12572
153.20738	+30.58337	11.215	 5208	197.60365	 55.27643
158.47850	+67.77681	11.186	11467	140.33139	 44.42028
164.94173	+53.80362	11.154	21345	152.86165	 56.34587
167.00481	-11.47924	11.236	16720	266.51239	 43.95835
170.82973	-00.92245	11.215	 2616	262.29309	 54.84137
188.59372	-07.83227	11.251	 5850	295.58804	 54.79593
195.74623	-03.87520	11.300	21894	308.50958	 58.87139
211.33862	-25.24669	11.247	13321	323.33456	 34.67956
212.53647	-26.97118	11.283	 6256	323.82126	 32.68792
222.25500	+42.46399	11.189	 5458	 73.29689	 61.62607
237.75578	+23.01570	11.199	 7461	 37.39170	 49.33672
241.58026	+16.53842	11.183	10590	 30.14735	 43.84111
249.78249	-28.98226	11.153	 6260	351.41333	 11.76842
283.53943	+45.59713	11.200	12985	 75.36575	 18.56527
309.33447	-80.78114	11.062	11250	312.55350	-30.90775
314.85016	-04.44120	11.346	 4680	 44.42490	-30.35733
316.58533	-40.56773	11.246	 8971	  1.47686	-42.21488
316.62259	-16.20452	11.277	 8939	 32.57188	-37.02895
331.36255	-00.53356	11.219	 9321	 59.63167	-42.12957
353.01059	+32.42244	11.217	 5076	104.07552	-27.52548
001.48705	-13.99574	11.296	 5751	 81.72668	-73.11542
007.28373	+02.81110	11.244	 4047	111.88168	-59.58122
016.34715	-06.81828	11.250	 6881	132.82724	-69.42153
020.01105	+14.36167	11.287	 9353	133.30205	-47.93319
033.73368	+36.58377	11.244	11537	141.08679	-23.32683
041.80377	-22.20882	11.187	11067	208.71658	-63.30310
043.58386	+13.61703	11.239	 9909	162.99254	-39.50950
076.52525	+75.65136	11.230	 4240	136.61386	 20.11594
101.19353	-72.75388	11.184	 5581	283.62766	-26.30525
109.00315	-25.67968	10.995	13032	238.54910	 -6.41648
112.28982	+53.03845	11.207	12492	164.61180	 26.87406
162.82207	-09.77678	11.072	16030	260.52737	 42.98766
166.52740	+34.69588	11.048	13064	187.86320	 66.25751
167.39981	-74.90890	11.201	12140	296.32642	-13.35875
172.57579	-11.45375	11.304	 5272	273.24225	 46.68763
196.13268	+08.53504	11.173	10546	312.99692	 71.15041
201.29929	+08.36383	10.901	15364	327.55716	 69.60515
223.27451	+36.92436	11.212	 8903	 61.49337	 62.56161
227.41882	-11.58154	11.257	 7657	348.40790	 38.79040
237.01521	+17.80764	11.209	 9501	 29.54127	 48.36390
240.80713	+23.00826	11.285	 9940	 38.50890	 46.62954
260.44824	-03.61622	11.255	 7567	 18.95552	 18.05170
272.11685	-43.69055	10.937	13383	349.34390	-11.24603
312.23676	-69.09214	11.168	11151	325.41040	-35.57468
318.18329	-36.85890	11.187	 8963	  6.61305	-43.25520
318.23431	-37.86944	11.217	12858	  5.23136	-43.36497
322.46320	-45.04384	11.128	19965	354.99133	-46.34761
340.61954	-28.58359	11.266	 8497	 22.39521	-61.54407
340.70963	+30.50279	10.988	 9866	 92.62432	-24.69470
352.01666	-78.71004	11.074	17248	307.97513	-37.58908
354.61926	+26.81853	11.147	 9535	103.41371	-33.27275
357.96686	+54.49882	11.191	11635	114.27644	 -7.36861
013.29146	-19.32246	11.147	16689	125.93063	-82.18414
015.66774	-12.84922	11.232	 6271	133.91557	-75.48085
030.35570	-23.39196	11.306	 9095	203.50714	-73.75719
030.36818	+39.95810	11.240	14894	137.22894	-20.96127
042.54225	+03.83001	11.292	 6044	170.30849	-47.81827
045.29990	-10.89977	11.241	 9574	191.23392	-55.46473
056.49068	+11.33138	11.243	10865	176.55014	-32.82121
064.62509	-14.99008	11.097	 8674	209.73358	-40.54109
093.05796	-54.38025	11.228	10639	262.69620	-27.31663
093.51481	-42.85782	11.102	 9373	250.23495	-24.58758
102.08006	-61.82326	11.178	 8994	271.79630	-24.05816
107.35347	+39.10336	11.177	 6956	178.33591	 19.98139
111.31050	+59.40762	11.092	12092	157.44833	 27.32794
118.77592	+55.70369	11.128	 6108	162.11551	 30.94602
150.68512	+79.47042	11.196	10637	131.51128	 34.66939
154.31474	-07.89732	11.044	12473	250.54451	 38.81632
157.69371	+36.95462	11.089	11550	185.66977	 58.81813
170.24899	+00.53434	11.254	 7295	259.95618	 55.66964
206.73596	-39.88433	11.257	 6948	314.36008	 21.75250
216.34122	+17.29063	11.254	15266	 13.42133	 66.19499
