#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-06T23:19:26 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-06T23:19:26	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/438/3465/table2&-out=IDpt,x,y,z&-out.max=999999	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_74383465
#Name: J/MNRAS/438/3465
#Title: Cosmic web filaments in the SDSS (Tempel+, 2014)
#INFO	ivoid=ivo://cds.vizier/j/mnras/438/3465	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/438/3465	    IVOID of underlying data collection
#INFO	creator=Tempel E.	    First author or institution
#INFO	cites=bibcode:2014MNRAS.438.3465T	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2014	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/438/3465	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.74383465	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-08-08	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_438_3465_table2:
#Name: J/MNRAS/438/3465/table2
#Title: Filament points properties
#Column	IDpt	(I6)	[1/275599] Unique identification number for a filament point, shared for all filaments	[ucd=pos.distance]
#Column	x	(F8.3)	Co-moving coordinate of the point (Mpc/h)	[ucd=pos.distance;pos.cartesian.x]
#Column	y	(F8.3)	Co-moving coordinate of the point (Mpc/h)	[ucd=pos.distance;pos.cartesian.y]
#Column	z	(F8.3)	Co-moving coordinate of the point (Mpc/h)	[ucd=pos.distance;pos.cartesian.z]
IDpt	x	y	z
173456	 -19.562	 204.908	-143.885
173457	 -20.055	 204.838	-143.948
173458	 -20.546	 204.769	-143.941
173459	 -21.023	 204.660	-143.834
173460	 -21.477	 204.496	-143.679
173461	 -21.914	 204.279	-143.528
173462	 -22.351	 204.056	-143.413
173463	 -22.794	 203.846	-143.297
173464	 -23.244	 203.652	-143.173
173465	 -23.700	 203.453	-143.061
173466	 -24.134	 203.377	-142.713
173467	 -52.055	 182.822	-112.821
173468	 -51.808	 182.565	-112.447
173469	 -51.538	 182.294	-112.112
173470	 -51.242	 182.009	-111.821
173471	 -50.926	 181.731	-111.547
173472	 -50.591	 181.460	-111.292
173473	 -50.271	 181.171	-111.026
173474	 -49.959	 180.885	-110.746
173475	 -49.647	 180.619	-110.449
173476	 -49.320	 180.383	-110.151
173477	 -48.994	 180.154	-109.849
173478	 -48.689	 179.924	-109.525
173479	 -48.421	 179.690	-109.166
173480	 -48.161	 179.474	-108.786
173481	 -47.897	 179.261	-108.409
173482	 -47.579	 179.024	-108.110
173483	 -47.227	 178.767	-107.868
173484	 -46.846	 178.484	-107.689
173485	 -46.468	 178.198	-107.513
173486	 -46.107	 177.891	-107.339
173487	-155.180	 167.110	 -90.390
173488	-154.879	 167.246	 -90.012
173489	-154.573	 167.380	 -89.640
173490	-154.263	 167.507	 -89.269
173491	-153.980	 167.641	 -88.879
173492	-153.767	 167.800	 -88.452
173493	-153.638	 167.989	 -87.993
173494	-153.568	 168.175	 -87.509
173495	-153.553	 168.308	 -87.002
173496	-153.546	 168.387	 -86.482
173497	-153.521	 168.456	 -85.965
173498	-153.418	 168.550	 -85.483
173499	 199.370	 332.330	  43.073
173500	 199.523	 332.070	  43.481
173501	 199.665	 331.814	  43.895
173502	 199.789	 331.580	  44.330
173503	 199.927	 331.389	  44.788
173504	 200.096	 331.262	  45.248
173505	 200.272	 331.244	  45.714
173506	 200.414	 331.354	  46.185
173507	 200.509	 331.539	  46.655
173508	 200.662	 331.510	  47.193
173509	 200.757	 331.668	  47.602
173510	 200.860	 331.800	  48.018
173511	  -2.114	 146.466	  -2.869
173512	  -2.522	 146.179	  -2.835
173513	  -2.927	 145.886	  -2.799
173514	  -3.329	 145.590	  -2.762
173515	  -3.733	 145.295	  -2.724
173516	  -4.150	 145.019	  -2.699
173517	  -4.580	 144.768	  -2.654
173518	  -5.018	 144.534	  -2.591
173519	  -5.469	 144.313	  -2.581
173520	  -5.930	 144.104	  -2.656
173521	  -6.399	 143.919	  -2.802
173522	  -6.846	 143.718	  -2.929
173523	  -7.284	 143.502	  -3.047
173524	  -7.724	 143.297	  -3.169
173525	  -8.173	 143.136	  -3.315
173526	  -8.631	 143.024	  -3.482
173527	  -9.088	 142.930	  -3.665
173528	  -9.549	 142.847	  -3.840
173529	 -10.011	 142.762	  -4.011
173530	 -10.473	 142.678	  -4.184
173531	 -10.934	 142.600	  -4.360
173532	 -11.395	 142.526	  -4.539
173533	 148.108	 161.158	 -25.962
173534	 148.562	 161.114	 -25.754
173535	 149.017	 161.062	 -25.552
173536	 149.470	 161.010	 -25.346
173537	 149.926	 160.967	 -25.144
173538	 150.388	 160.909	 -24.958
173539	  -9.510	 101.884	  35.753
173540	  -9.074	 101.813	  36.006
173541	  -8.634	 101.757	  36.253
173542	  -8.200	 101.707	  36.499
173543	  -7.760	 101.671	  36.737
173544	  -7.314	 101.662	  36.970
173545	  -6.863	 101.705	  37.198
173546	  -6.391	 101.755	  37.386
173547	  -5.925	 101.856	  37.572
173548	  -5.470	 101.925	  37.774
173549	  -5.050	 102.013	  38.037
173550	  -4.628	 102.072	  38.301
173551	  -4.194	 102.142	  38.540
173552	  -3.745	 102.258	  38.738
173553	  -3.287	 102.396	  38.912
173554	   3.532	  67.246	  22.812
173555	   3.824	  66.918	  23.079
173556	   4.148	  66.610	  23.317
173557	   4.498	  66.316	  23.527
173558	   4.887	  66.045	  23.689
173559	   5.270	  65.768	  23.856
173560	   5.673	  65.441	  23.865
173561	   6.074	  65.094	  23.800
173562	   6.473	  64.733	  23.643
173563	 104.334	 218.178	-139.930
173564	 104.597	 218.602	-139.876
173565	 104.880	 219.013	-139.830
173566	 105.179	 219.414	-139.797
173567	 105.475	 219.817	-139.763
173568	 105.780	 220.212	-139.729
173569	 106.105	 220.591	-139.702
173570	 106.442	 220.959	-139.668
173571	 106.786	 221.320	-139.639
173572	 107.127	 221.685	-139.601
173573	 107.488	 222.033	-139.590
173574	 107.851	 222.380	-139.570
173575	 108.237	 222.714	-139.571
173576	 108.615	 223.060	-139.564
173577	 108.972	 223.426	-139.568
173578	 109.278	 223.825	-139.544
173579	 109.545	 224.246	-139.498
173580	 109.795	 224.676	-139.442
173581	 110.030	 225.115	-139.394
173582	 110.251	 225.563	-139.361
173583	 110.450	 226.022	-139.351
173584	 110.635	 226.486	-139.352
173585	 110.803	 226.958	-139.357
173586	 110.966	 227.431	-139.360
173587	 111.121	 227.906	-139.366
173588	 111.265	 228.385	-139.380
173589	 -77.822	 167.269	 -68.220
173590	 -77.707	 167.100	 -67.762
173591	 -77.579	 166.919	 -67.310
173592	 -77.379	 166.712	 -66.907
173593	 -77.098	 166.483	 -66.562
173594	 -76.759	 166.252	 -66.256
173595	 -76.412	 166.057	 -65.944
173596	 -76.060	 165.913	 -65.619
173597	 -75.697	 165.812	 -65.290
173598	 -75.327	 165.732	 -64.960
173599	 -74.964	 165.656	 -64.622
173600	 -74.604	 165.583	 -64.280
173601	 -74.213	 165.489	 -63.973
173602	 -73.780	 165.381	 -63.726
173603	 -73.309	 165.257	 -63.553
173604	 -72.840	 165.148	 -63.404
173605	 -72.371	 165.044	 -63.260
173606	 -71.905	 164.944	 -63.111
173607	 -71.436	 164.846	 -62.965
173608	 -70.964	 164.749	 -62.832
173609	 -70.488	 164.653	 -62.714
173610	 -70.007	 164.554	 -62.611
173611	 -69.528	 164.447	 -62.514
173612	 -69.042	 164.337	 -62.446
173613	 -68.551	 164.224	 -62.409
173614	 -96.276	 129.128	  61.294
173615	 -96.122	 128.663	  61.399
173616	 -95.972	 128.197	  61.499
173617	 -95.823	 127.728	  61.591
173618	 -95.677	 127.252	  61.667
173619	 -95.536	 126.762	  61.728
173620	 -95.391	 126.285	  61.839
173621	 -95.249	 125.852	  62.045
173622	 -95.111	 125.473	  62.339
173623	 -94.980	 125.121	  62.674
173624	 -94.845	 124.773	  63.013
173625	 -94.715	 124.416	  63.345
173626	 -94.587	 124.035	  63.644
173627	 -94.456	 123.633	  63.912
173628	 -94.306	 123.229	  64.164
173629	 -94.112	 122.818	  64.380
173630	 -93.861	 122.404	  64.549
173631	 -93.582	 121.983	  64.682
173632	 -93.305	 121.570	  64.819
173633	-116.670	 101.819	  24.042
173634	-116.191	 101.667	  24.122
173635	-115.715	 101.499	  24.216
173636	-115.254	 101.328	  24.348
173637	-114.817	 101.164	  24.534
173638	-114.400	 101.006	  24.764
173639	-113.990	 100.841	  25.005
173640	-113.589	 100.676	  25.263
173641	-113.222	 100.481	  25.541
173642	-112.885	 100.265	  25.841
173643	-112.558	 100.049	  26.154
173644	-112.241	  99.824	  26.469
173645	-111.944	  99.564	  26.775
173646	-111.705	  99.264	  27.098
173647	-111.520	  98.940	  27.439
173648	-111.381	  98.641	  27.823
173649	-111.260	  98.378	  28.237
173650	-111.130	  98.162	  28.675
173651	-110.997	  97.967	  29.116
173652	  59.822	 155.078	  28.072
173653	  59.247	 155.224	  28.437
173654	  59.014	 155.566	  28.720
173655	  58.805	 155.917	  29.008
173656	  58.606	 156.273	  29.301
173657	  58.389	 156.618	  29.591
173658	  58.139	 156.944	  29.876
173659	  57.854	 157.246	  30.157
173660	  57.561	 157.538	  30.441
173661	  57.273	 157.830	  30.728
173662	  56.988	 158.127	  31.013
173663	  56.686	 158.423	  31.280
173664	  56.361	 158.716	  31.529
173665	 -95.910	 314.187	 -10.733
173666	 -95.737	 314.699	 -10.747
173667	 -95.571	 315.207	 -10.704
173668	 -95.432	 315.694	 -10.582
173669	 -95.409	 316.154	 -10.388
173670	 -95.484	 316.606	 -10.182
173671	 -95.620	 317.057	  -9.992
173672	 -95.782	 317.506	  -9.810
173673	 -95.907	 317.959	  -9.634
173674	 -96.021	 318.421	  -9.474
173675	 -96.085	 318.887	  -9.308
173676	 -96.109	 319.353	  -9.133
173677	 -96.131	 319.827	  -8.969
173678	 -96.170	 320.311	  -8.829
173679	 -96.211	 320.797	  -8.696
173680	 -96.239	 321.274	  -8.550
173681	 -96.278	 321.750	  -8.401
173682	 -96.339	 322.224	  -8.254
173683	  -4.498	 317.633	 201.846
173684	  -4.262	 317.518	 202.277
173685	  -3.980	 317.398	 202.719
173686	  -3.777	 317.274	 203.181
173687	  -3.664	 317.151	 203.660
173688	  -3.660	 317.038	 204.148
173689	  -3.654	 316.929	 204.637
173690	  -3.645	 316.828	 205.127
173691	  -3.594	 316.744	 205.620
173692	  -3.502	 316.689	 206.117
173693	  -3.421	 316.644	 206.617
173694	  -3.353	 316.531	 207.102
173695	  -3.401	 316.328	 207.555
173696	  -3.468	 316.129	 208.007
173697	  -3.598	 315.955	 208.463
173698	  -3.667	 315.829	 208.942
173699	  -3.707	 315.676	 209.418
173700	  -3.765	 315.550	 209.898
173701	  -3.850	 315.440	 210.377
173702	  -3.970	 315.310	 210.845
173703	  -4.118	 315.154	 211.300
173704	  -4.317	 314.980	 211.737
173705	 -84.115	 315.800	 148.098
173706	 -84.594	 315.326	 148.186
173707	 -84.815	 314.739	 148.303
173708	 -84.799	 314.164	 148.433
173709	 -84.565	 313.756	 148.611
173710	 -84.331	 313.354	 148.798
173711	 -84.082	 312.950	 148.956
173712	 -83.825	 312.541	 149.090
173713	 -83.567	 312.127	 149.212
173714	 -83.309	 311.716	 149.336
173715	 -83.039	 311.299	 149.450
173716	 -82.772	 310.898	 149.602
173717	 -82.531	 310.523	 149.824
173718	 -82.328	 310.182	 150.127
173719	 -82.150	 309.858	 150.466
173720	 -81.977	 309.536	 150.808
173721	 -81.805	 309.211	 151.147
173722	 -81.629	 308.882	 151.481
173723	 -81.452	 308.566	 151.825
173724	 -81.261	 308.328	 152.228
173725	 -81.078	 308.105	 152.649
173726	 -80.900	 307.880	 153.070
173727	 -80.749	 307.576	 153.437
173728	 -80.613	 307.263	 153.803
173729	 -80.495	 306.942	 154.168
173730	 -80.387	 306.625	 154.541
173731	 -80.274	 306.307	 154.910
173732	 -80.158	 305.993	 155.282
173733	 -80.058	 305.686	 155.666
173734	 -79.942	 305.395	 156.055
173735	 -79.827	 305.116	 156.456
173736	 -79.713	 304.832	 156.852
173737	 -79.623	 304.507	 157.226
173738	 -79.546	 304.142	 157.570
173739	 -79.467	 303.748	 157.886
173740	  -6.568	 203.710	 -96.971
173741	  -6.251	 203.575	 -96.606
173742	  -5.927	 203.462	 -96.237
173743	  -5.582	 203.364	 -95.878
173744	  -5.250	 203.242	 -95.515
173745	  -4.923	 203.115	 -95.148
173746	  -4.628	 202.976	 -94.762
173747	  -4.369	 202.823	 -94.357
173748	  -4.144	 202.642	 -93.948
173749	  -3.947	 202.439	 -93.535
173750	  -3.779	 202.242	 -93.108
173751	  -3.668	 202.050	 -92.661
173752	  -3.608	 201.853	 -92.203
173753	  -3.611	 201.606	 -91.749
173754	  -3.573	 201.376	 -91.297
173755	  -3.493	 201.173	 -90.843
173756	  54.023	  59.631	  28.762
173757	  54.517	  59.625	  28.681
173758	  55.012	  59.613	  28.606
173759	  55.508	  59.592	  28.543
173760	  56.006	  59.569	  28.494
173761	  56.504	  59.548	  28.447
173762	  57.001	  59.532	  28.397
173763	  57.499	  59.518	  28.346
173764	  57.999	  59.513	  28.308
173765	  58.502	  59.499	  28.306
173766	  59.004	  59.474	  28.314
173767	  59.505	  59.465	  28.271
173768	  60.006	  59.473	  28.191
173769	  60.509	  59.493	  28.113
173770	  61.012	  59.486	  28.088
173771	  61.513	  59.461	  28.090
173772	  62.015	  59.440	  28.102
173773	  62.521	  59.429	  28.120
173774	  63.036	  59.429	  28.134
173775	  63.552	  59.404	  28.149
173776	-146.660	 320.080	  -8.875
173777	-146.286	 319.838	  -8.648
173778	-145.914	 319.592	  -8.421
173779	-145.542	 319.346	  -8.192
173780	-145.167	 319.103	  -7.960
173781	-144.774	 318.871	  -7.745
173782	-144.354	 318.676	  -7.555
173783	-143.904	 318.530	  -7.395
173784	-143.439	 318.425	  -7.242
173785	-142.973	 318.329	  -7.089
173786	-142.510	 318.226	  -6.927
173787	-142.048	 318.109	  -6.775
173788	-141.586	 317.974	  -6.640
173789	-141.123	 317.814	  -6.534
173790	-140.663	 317.628	  -6.452
173791	-140.203	 317.434	  -6.388
173792	-139.744	 317.237	  -6.336
173793	-139.278	 317.065	  -6.277
173794	-138.809	 316.900	  -6.223
173795	-138.335	 316.749	  -6.165
173796	-137.858	 316.607	  -6.109
173797	-137.376	 316.477	  -6.064
173798	-136.881	 316.376	  -6.069
173799	-136.381	 316.290	  -6.149
173800	-135.887	 316.191	  -6.270
173801	-135.407	 316.063	  -6.401
173802	-134.945	 315.912	  -6.558
173803	-134.498	 315.754	  -6.749
173804	-134.069	 315.579	  -6.967
173805	 -53.840	 281.969	 112.654
173806	 -53.927	 282.044	 113.140
173807	 -54.012	 282.109	 113.629
173808	 -54.096	 282.179	 114.118
173809	 -54.187	 282.232	 114.607
173810	 -54.286	 282.277	 115.096
173811	 -54.398	 282.291	 115.583
173812	 -54.536	 282.259	 116.064
173813	 -54.709	 282.180	 116.531
173814	 -54.904	 282.091	 116.987
173815	 -55.102	 282.014	 117.441
173816	 -55.298	 281.945	 117.897
173817	 -55.494	 281.885	 118.353
173818	  -1.450	  87.897	  -1.904
173819	  -1.570	  88.387	  -1.849
173820	  -1.677	  88.887	  -1.817
173821	  -1.778	  89.409	  -1.810
173822	  -1.911	  89.904	  -1.746
173823	  -2.066	  90.369	  -1.616
173824	  -2.263	  90.751	  -1.365
173825	  -2.480	  91.091	  -1.058
173826	  -2.729	  91.402	  -0.740
173827	  -2.983	  91.734	  -0.461
173828	 -66.627	 204.776	-137.507
173829	 -67.062	 204.578	-137.361
173830	 -67.487	 204.380	-137.185
173831	 -67.904	 204.174	-137.000
173832	 -68.314	 203.963	-136.805
173833	 -68.718	 203.738	-136.606
173834	 -69.130	 203.525	-136.410
173835	 -69.545	 203.316	-136.207
173836	 -69.950	 203.118	-135.974
173837	 -70.332	 202.919	-135.700
173838	 -70.703	 202.732	-135.414
173839	 -71.080	 202.549	-135.140
173840	 -71.469	 202.374	-134.878
173841	 -71.871	 202.197	-134.639
173842	 -51.269	  74.400	 -27.490
173843	 -51.743	  74.406	 -27.646
173844	 -52.213	  74.436	 -27.822
173845	 -52.677	  74.462	 -28.012
173846	 -53.139	  74.489	 -28.207
173847	 -53.589	  74.552	 -28.416
173848	 -54.017	  74.663	 -28.647
173849	 -54.425	  74.809	 -28.900
173850	 -54.826	  74.972	 -29.153
173851	 -55.224	  75.148	 -29.401
173852	 -55.619	  75.338	 -29.644
173853	 -56.010	  75.536	 -29.884
173854	 -56.398	  75.748	 -30.118
173855	 -56.782	  75.988	 -30.328
173856	 -57.148	  76.280	 -30.501
173857	 -57.502	  76.604	 -30.645
173858	 -57.854	  76.939	 -30.776
173859	 -58.217	  77.256	 -30.913
173860	 -58.589	  77.567	 -31.058
173861	 -59.005	  77.868	 -31.187
173862	 -59.384	  78.211	 -31.236
173863	 -59.716	  78.587	 -31.188
173864	 -59.958	  79.009	 -31.057
173865	   5.963	  90.468	  -1.634
173866	   5.541	  90.544	  -1.375
173867	   5.116	  90.613	  -1.115
173868	   4.675	  90.683	  -0.863
173869	   4.238	  90.813	  -0.614
173870	   3.817	  90.999	  -0.358
173871	   3.405	  91.198	  -0.095
173872	   2.977	  91.361	   0.168
173873	   2.558	  91.512	   0.420
173874	   2.163	  91.689	   0.671
173875	   1.772	  91.868	   0.929
173876	   1.381	  92.026	   1.198
173877	   1.000	  92.158	   1.496
173878	   0.620	  92.270	   1.805
173879	   0.246	  92.369	   2.125
173880	  -0.140	  92.460	   2.432
173881	  -0.518	  92.549	   2.748
173882	  -0.887	  92.645	   3.072
173883	 -35.292	  42.263	  12.283
173884	 -34.965	  42.528	  12.620
173885	 -34.562	  42.646	  12.893
173886	 -34.178	  42.785	  13.184
173887	 -33.790	  42.913	  13.474
173888	 -33.395	  43.035	  13.759
173889	 -32.994	  43.163	  14.032
173890	 -32.587	  43.312	  14.287
173891	 -32.187	  43.490	  14.535
173892	-237.476	 266.375	-122.483
173893	-237.014	 266.183	-122.522
173894	-236.546	 266.008	-122.548
173895	-236.068	 265.852	-122.568
173896	-235.582	 265.698	-122.589
173897	-235.115	 265.506	-122.602
173898	-234.670	 265.273	-122.600
173899	-234.245	 265.008	-122.591
173900	-233.821	 264.741	-122.584
173901	-233.394	 264.474	-122.581
173902	-232.955	 264.231	-122.588
173903	-232.500	 264.023	-122.616
173904	-232.036	 263.840	-122.678
173905	-231.576	 263.658	-122.758
173906	-231.117	 263.473	-122.841
173907	-230.665	 263.275	-122.924
173908	-230.214	 263.066	-122.988
173909	-229.759	 262.864	-123.010
173910	-229.296	 262.679	-122.970
173911	-228.831	 262.508	-122.882
173912	-228.367	 262.345	-122.778
173913	-227.902	 262.186	-122.677
173914	-227.432	 262.033	-122.594
173915	-226.962	 261.879	-122.520
173916	  27.298	  39.707	  22.734
173917	  27.315	  39.423	  23.146
173918	  27.302	  39.134	  23.556
173919	  27.298	  38.854	  23.970
173920	  27.335	  38.587	  24.393
173921	  27.424	  38.338	  24.822
173922	  27.538	  38.093	  25.247
173923	  27.673	  37.845	  25.660
173924	  27.840	  37.592	  26.058
173925	 -33.740	 165.886	  46.079
173926	 -33.270	 165.698	  46.135
173927	 -32.826	 165.475	  46.217
173928	 -32.406	 165.221	  46.314
173929	 -31.997	 164.957	  46.429
173930	 -31.585	 164.694	  46.534
173931	 -31.182	 164.420	  46.649
173932	 -30.802	 164.126	  46.784
173933	 -30.462	 163.799	  46.950
173934	 -30.150	 163.445	  47.126
173935	 -29.851	 163.078	  47.293
173936	 -29.555	 162.709	  47.467
173937	 -29.243	 162.347	  47.622
173938	 -28.912	 161.990	  47.734
173939	 -28.578	 161.624	  47.800
173940	 -28.279	 161.237	  47.897
173941	 -28.014	 160.838	  48.044
173942	 -27.750	 160.448	  48.220
173943	 -27.479	 160.072	  48.407
173944	 -27.226	 159.704	  48.636
173945	 -26.995	 159.354	  48.923
173946	 -26.780	 159.033	  49.258
173947	 -26.565	 158.766	  49.632
173948	 -26.346	 158.549	  50.031
173949	 -26.116	 158.409	  50.458
173950	 -25.873	 158.314	  50.892
173951	 -25.613	 158.230	  51.318
173952	 -25.327	 158.124	  51.716
173953	 -25.004	 158.003	  52.084
173954	 -24.673	 157.894	  52.450
173955	 -24.373	 157.775	  52.834
173956	 -24.090	 157.628	  53.222
173957	 -23.810	 157.389	  53.570
173958	 -23.534	 157.070	  53.876
173959	 -23.283	 156.732	  54.188
173960	 -23.050	 156.418	  54.525
173961	 -22.776	 156.114	  54.834
173962	 -29.095	 222.658	 -97.412
173963	 -29.384	 222.446	 -97.063
173964	 -29.688	 222.241	 -96.722
173965	 -29.990	 222.042	 -96.374
173966	 -30.291	 221.868	 -96.014
173967	 -30.572	 221.714	 -95.631
173968	 -30.853	 221.583	 -95.237
173969	 -31.122	 221.469	 -94.832
173970	 -31.383	 221.385	 -94.412
173971	 -31.629	 221.326	 -93.977
173972	 -31.863	 221.278	 -93.533
173973	 -32.104	 221.214	 -93.098
173974	 -32.370	 221.110	 -92.689
173975	 -32.672	 220.964	 -92.315
173976	 -32.994	 220.790	 -91.965
173977	 -33.320	 220.618	 -91.622
173978	 -33.647	 220.444	 -91.283
173979	 -33.974	 220.270	 -90.945
173980	 -34.293	 220.096	 -90.600
173981	 -34.630	 219.931	 -90.270
173982	 -35.008	 219.783	 -89.982
173983	 -35.430	 219.656	 -89.741
173984	 -35.870	 219.541	 -89.523
173985	 -36.305	 219.416	 -89.309
173986	 -36.740	 219.286	 -89.095
173987	 -37.165	 219.170	 -88.860
173988	 -37.571	 219.094	 -88.580
173989	 -37.953	 219.043	 -88.257
173990	 -38.320	 218.996	 -87.913
173991	 -38.683	 218.926	 -87.573
173992	 -39.046	 218.837	 -87.241
173993	 -39.414	 218.718	 -86.923
173994	 -39.784	 218.574	 -86.616
173995	 -40.158	 218.395	 -86.329
173996	 -40.530	 218.214	 -86.041
173997	 -40.906	 218.056	 -85.748
173998	 -41.278	 217.942	 -85.434
173999	 -41.645	 217.866	 -85.100
174000	 -42.002	 217.812	 -84.753
174001	 -42.352	 217.766	 -84.399
174002	 -42.704	 217.673	 -84.056
174003	 -43.052	 217.522	 -83.726
174004	 -43.394	 217.343	 -83.401
174005	 -43.730	 217.135	 -83.089
174006	 -44.058	 216.893	 -82.790
174007	 -44.364	 216.677	 -82.450
174008	 -44.651	 216.484	 -82.079
174009	 -44.922	 216.326	 -81.674
174010	 -72.546	 212.498	  -7.791
174011	 -72.616	 212.727	  -7.351
174012	 -72.683	 212.965	  -6.915
174013	 -72.745	 213.211	  -6.483
174014	 -72.790	 213.472	  -6.057
174015	 -72.827	 213.741	  -5.636
174016	 -72.862	 214.014	  -5.214
174017	 -72.878	 214.326	  -4.824
174018	 -72.860	 214.684	  -4.476
174019	 -72.811	 215.080	  -4.165
174020	 -72.765	 215.474	  -3.854
174021	 -72.735	 215.852	  -3.528
174022	  58.192	 150.896	 -37.904
174023	  58.088	 151.099	 -37.459
174024	  57.981	 151.301	 -37.014
174025	  57.878	 151.504	 -36.569
174026	  57.776	 151.702	 -36.120
174027	  57.688	 151.897	 -35.668
174028	  57.605	 152.083	 -35.212
174029	  57.532	 152.270	 -34.753
174030	  57.461	 152.453	 -34.293
174031	 -55.141	  63.471	 -28.779
174032	 -54.833	  63.776	 -28.529
174033	 -54.535	  64.089	 -28.278
174034	 -54.240	  64.403	 -28.022
174035	 -53.952	  64.692	 -27.736
174036	 -53.670	  64.951	 -27.413
174037	 -53.406	  65.172	 -27.043
174038	 -53.142	  65.375	 -26.664
174039	 -52.885	  65.565	 -26.270
174040	 -52.662	  65.806	 -25.884
174041	 -52.416	  66.054	 -25.505
174042	 -79.758	  51.526	  29.900
174043	 -79.369	  51.520	  30.220
174044	 -78.971	  51.507	  30.536
174045	 -78.589	  51.511	  30.868
174046	 -78.242	  51.561	  31.226
174047	 -77.940	  51.662	  31.612
174048	 -77.660	  51.794	  32.004
174049	 -77.389	  51.937	  32.400
174050	 -77.127	  52.097	  32.795
174051	 -76.860	  52.275	  33.178
174052	 -76.581	  52.485	  33.537
174053	 -76.278	  52.755	  33.844
174054	 -75.966	  53.038	  34.137
174055	 -75.642	  53.268	  34.443
174056	 -75.319	  53.383	  34.806
174057	 -74.977	  53.451	  35.181
174058	 -74.658	  53.535	  35.569
174059	 -74.338	  53.648	  35.945
174060	 -74.001	  53.751	  36.310
174061	 -73.696	  53.896	  36.679
174062	 -73.460	  54.168	  37.036
174063	 -73.032	  54.457	  37.364
174064	-110.254	  90.071	  28.435
174065	-110.506	  90.451	  28.669
174066	-110.736	  90.855	  28.865
174067	-110.957	  91.280	  29.010
174068	-111.157	  91.727	  29.124
174069	-111.337	  92.186	  29.233
174070	 111.016	 170.646	 -93.732
174071	 110.541	 170.774	 -93.624
174072	 110.062	 170.877	 -93.510
174073	 109.588	 170.943	 -93.376
174074	 109.115	 170.950	 -93.213
174075	 108.646	 170.923	 -93.036
174076	 108.176	 170.889	 -92.864
174077	 107.701	 170.848	 -92.712
174078	 107.219	 170.799	 -92.588
174079	 106.731	 170.741	 -92.484
174080	 106.240	 170.668	 -92.413
174081	 105.746	 170.584	 -92.381
174082	 105.250	 170.490	 -92.370
174083	 104.750	 170.435	 -92.352
174084	 -81.276	 130.729	 -68.578
174085	 -81.497	 131.164	 -68.473
174086	 -81.743	 131.595	 -68.394
174087	 -82.002	 132.027	 -68.351
174088	 -82.260	 132.459	 -68.344
174089	 -82.519	 132.891	 -68.340
174090	 -82.784	 133.316	 -68.320
174091	 -83.043	 133.746	 -68.280
174092	 -83.305	 134.173	 -68.253
174093	 -83.576	 134.593	 -68.238
174094	 -83.910	 134.968	 -68.239
174095	 -84.302	 135.289	 -68.246
174096	 -84.745	 135.561	 -68.256
174097	 -85.180	 135.820	 -68.251
174098	 -85.598	 136.097	 -68.242
174099	 -86.005	 136.387	 -68.257
174100	 -86.397	 136.702	 -68.310
174101	  87.798	 210.006	 152.121
174102	  87.364	 210.045	 152.418
174103	  86.905	 210.049	 152.630
174104	  86.429	 210.023	 152.780
174105	  85.957	 209.987	 152.943
174106	  85.481	 209.950	 153.092
174107	  85.002	 209.912	 153.234
174108	  84.520	 209.870	 153.365
174109	  10.763	  76.460	  31.161
174110	  10.732	  76.583	  31.645
174111	  10.695	  76.704	  32.130
174112	  10.627	  76.854	  32.626
174113	  10.601	  76.979	  33.130
174114	  10.552	  77.095	  33.643
174115	  10.472	  77.196	  34.145
174116	  10.313	  77.320	  34.633
174117	  10.155	  77.444	  35.098
174118	  10.016	  77.559	  35.565
174119	   9.885	  77.674	  36.034
174120	   9.754	  77.785	  36.504
174121	   9.623	  77.907	  36.971
174122	   9.489	  78.041	  37.434
174123	-182.233	 301.671	 -45.212
174124	-182.508	 301.320	 -44.967
174125	-182.788	 300.968	 -44.728
174126	-183.056	 300.612	 -44.485
174127	-183.286	 300.254	 -44.178
174128	-183.514	 299.870	 -43.920
174129	-183.734	 299.461	 -43.721
174130	-183.981	 299.031	 -43.636
174131	-184.193	 298.586	 -43.548
174132	-184.387	 298.132	 -43.462
174133	-184.568	 297.676	 -43.366
174134	-184.753	 297.220	 -43.274
